name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,random_angle_rad,stellar_magnitude_scaled
EPIC 212624936 c,1833.0,13.976,Neptune-like,2021,5.9,Earth,0.205,Jupiter,,0.03230664,0.0,Transit,2.5550014396801477,0.7003978234029905
EPIC 212737443 b,1097.0,14.81,Neptune-like,2019,7.2,Earth,0.231,Jupiter,0.098,0.037234772,0.2,Transit,5.509703645966745,0.6813297361562027
EPIC 212737443 c,1097.0,14.81,Neptune-like,2019,7.7,Earth,0.24,Jupiter,0.28,0.17960301,0.2,Transit,4.506585473838457,0.6813297361562027
EPIC 220492298 b,2037.0,13.991,Terrestrial,2021,0.937,Earth,0.99,Earth,,0.0021902807,0.0,Transit,3.969692217450369,0.7000548721935159
EPIC 220554210 c,1619.0,14.21,Super Earth,2019,3.19,Earth,1.6,Earth,,0.0019164955,0.0,Transit,5.811446094727287,0.6950477845351868
EPIC 220674823 b,798.0,12.101,Super Earth,2016,7.72,Earth,1.6,Earth,0.01312,0.0016427105,0.0,Transit,0.19160609113934096,0.7432667245873154
EPIC 220674823 c,798.0,12.101,Neptune-like,2016,5.8,Earth,2.2,Earth,0.1091,0.036413416,0.18,Transit,5.067435439674491,0.7432667245873154
EPIC 228836835 b,490.0,16.77,Super Earth,2021,1.37,Earth,1.1,Earth,,0.0019164955,0.0,Transit,1.1247524613850395,0.6365174447848553
EPIC 246851721 b,1216.0,11.237,Gas Giant,2018,3.0,Jupiter,1.051,Jupiter,0.07229,0.016974675,0.0,Transit,0.4877052847620312,0.7630207142530522
EPIC 248847494 b,1800.0,12.353,Gas Giant,2018,13.0,Jupiter,1.11,Jupiter,4.5,10.0,0.0,Transit,6.109746162072232,0.7375051442681421
EPIC 249893012 b,1048.0,11.429,Super Earth,2020,8.75,Earth,1.95,Earth,0.047,0.009856262,0.06,Transit,4.852951355344239,0.7586309387717773
EPIC 249893012 c,1048.0,11.429,Neptune-like,2020,14.67,Earth,0.327,Jupiter,0.13,0.042710472,0.07,Transit,2.766073120082974,0.7586309387717773
EPIC 249893012 d,1048.0,11.429,Neptune-like,2020,10.18,Earth,0.352,Jupiter,0.22,0.097741276,0.15,Transit,3.6839967962788807,0.7586309387717773
Epsilon Coronae Borealis b,228.0,4.12577,Gas Giant,2012,6.7,Jupiter,1.13,Jupiter,1.3,1.1441479,0.11,Radial Velocity,0.6286752212414455,0.9256077095431889
Epsilon Eridani b,10.0,3.71548,Gas Giant,2000,0.66,Jupiter,1.25,Jupiter,3.53,7.3,0.07,Radial Velocity,1.7889572137525027,0.9349883396588778
Epsilon Indi A b,12.0,4.69,Gas Giant,2019,3.25,Jupiter,1.17,Jupiter,11.55,45.2,0.26,Radial Velocity,2.6092332907622775,0.9127074854817322
Epsilon Tauri b,155.0,3.523,Gas Giant,2006,7.6,Jupiter,1.13,Jupiter,1.93,1.6,0.15,Radial Velocity,3.9811987683771184,0.9393890895788558
FU Tauri b,435.0,,Gas Giant,2008,16.0,Jupiter,1.09,Jupiter,800.0,101250.8,0.0,Direct Imaging,4.058980644470602,
G 264-012 b,52.0,13.078,Super Earth,2021,2.5,Earth,1.39,Earth,0.02279,0.0062970566,0.0,Radial Velocity,2.877838977099643,0.7209291691435366
G 264-012 c,52.0,13.078,Super Earth,2021,3.75,Earth,1.76,Earth,0.0525,0.022176592,0.0,Radial Velocity,1.4475737541774452,0.7209291691435366
G 9-40 b,91.0,13.821,Super Earth,2019,4.76,Earth,2.025,Earth,0.0385,0.015605749,0.0,Transit,4.965403599897345,0.7039416525675615
Gaia-1 b,1186.0,13.242,Gas Giant,2022,1.68,Jupiter,1.229,Jupiter,0.04047,0.008487337,0.0,Transit,4.44333764364504,0.7171795692532809
Gaia-2 b,683.0,11.277,Gas Giant,2022,0.817,Jupiter,1.322,Jupiter,0.0467,0.010130048,0.0,Transit,1.118816399474959,0.7621061776944533
gam1 Leonis b,130.0,1.99509,Gas Giant,2009,8.78,Jupiter,1.12,Jupiter,1.19,1.173169,0.14,Radial Velocity,3.4416594068228274,0.9743223284100783
Gamma Cephei b,46.0,3.23006,Gas Giant,2003,9.4,Jupiter,1.12,Jupiter,2.05,2.5,0.05,Radial Velocity,2.886761852524326,0.9460866980657552
Gamma Librae b,155.0,3.90672,Gas Giant,2018,1.02,Jupiter,1.23,Jupiter,1.24,1.1367557,0.21,Radial Velocity,5.19689287086228,0.9306159403722164
Gamma Librae c,155.0,3.90672,Gas Giant,2018,4.58,Jupiter,1.15,Jupiter,2.17,2.6,0.06,Radial Velocity,4.508892325783667,0.9306159403722164
Gamma Piscium b,135.0,3.69252,Gas Giant,2021,1.34,Jupiter,1.22,Jupiter,1.32,1.5,0.2,Radial Velocity,0.8535537031455049,0.9355132836435136
GJ 1002 b,16.0,13.76,Super Earth,2022,1.08,Earth,1.03,Earth,0.0457,0.028199865,0.0,Radial Velocity,3.3175768360339095,0.7053363208194248
GJ 1002 c,16.0,13.76,Super Earth,2022,1.36,Earth,1.1,Earth,0.0738,0.05804244,0.0,Radial Velocity,2.2771253352278764,0.7053363208194248
GJ 1061 b,12.0,12.7,Super Earth,2020,1.37,Earth,1.1,Earth,0.021,0.008761123,0.31,Radial Velocity,3.5976066656884393,0.7295715396222964
GJ 1061 c,12.0,12.7,Super Earth,2020,1.74,Earth,1.18,Earth,0.035,0.0183436,0.29,Radial Velocity,3.8235111023718864,0.7295715396222964
GJ 1061 d,12.0,12.7,Super Earth,2020,1.64,Earth,1.16,Earth,0.054,0.03559206,0.53,Radial Velocity,4.56321305017636,0.7295715396222964
GJ 1132 b,41.0,13.68,Super Earth,2015,1.66,Earth,1.13,Earth,0.0153,0.0043805614,0.22,Transit,5.986675642310706,0.7071653939366226
GJ 1132 c,41.0,13.68,Super Earth,2018,2.64,Earth,1.43,Earth,0.0476,0.02436687,0.27,Radial Velocity,1.6184561193294287,0.7071653939366226
GJ 1148 b,36.0,11.939,Gas Giant,2010,0.30425,Jupiter,1.07,Jupiter,0.166,0.113347024,0.38,Radial Velocity,4.22446555210477,0.746970597649641
GJ 1148 c,36.0,11.939,Gas Giant,2017,0.21414,Jupiter,0.866,Jupiter,0.912,1.5,0.34,Radial Velocity,3.19786994403628,0.746970597649641
GJ 1151 c,26.0,13.76,Neptune-like,2023,10.62,Earth,0.29,Jupiter,0.5714,1.0669404,0.0,Radial Velocity,1.7709336455134226,0.7053363208194248
GJ 1214 b,48.0,15.1,Neptune-like,2009,8.17,Earth,0.245,Jupiter,0.0149,0.0043805614,0.063,Transit,0.8193584474060736,0.6746993461063605
GJ 1252 b,66.0,12.68,Super Earth,2020,1.32,Earth,1.18,Earth,0.00915,0.0013689254,0.0,Transit,1.9820785249252433,0.7300288079015959
GJ 1265 b,33.0,14.01,Neptune-like,2018,7.4,Earth,0.234,Jupiter,0.026,0.010130048,0.04,Radial Velocity,2.1256700419246437,0.6996204673281815
GJ 143 b,53.0,8.08,Neptune-like,2019,22.7,Earth,0.233,Jupiter,0.1915,0.09746748,0.19,Transit,1.456826448046607,0.8352005121404729
GJ 15 A b,12.0,8.09,Super Earth,2014,3.03,Earth,1.55,Earth,0.072,0.031211497,0.09,Radial Velocity,2.280105098406008,0.834971878000823
GJ 15 A c,12.0,8.09,Neptune-like,2018,36.0,Earth,0.595,Jupiter,5.4,20.8,0.27,Radial Velocity,4.794525563101888,0.834971878000823
GJ 160.2 b,84.0,9.7,Neptune-like,2014,10.2,Earth,0.283,Jupiter,0.053,0.014236824,0.06,Radial Velocity,6.035341451403683,0.7981617815172161
GJ 163 b,49.0,11.79,Neptune-like,2013,10.6,Earth,0.29,Jupiter,0.0607,0.023545519,0.07,Radial Velocity,2.251846998179798,0.750377246330422
GJ 163 c,49.0,11.79,Neptune-like,2013,6.8,Earth,0.223,Jupiter,0.1254,0.07008898,0.1,Radial Velocity,4.091926043421735,0.750377246330422
GJ 163 d,49.0,11.79,Neptune-like,2013,29.4,Earth,0.528,Jupiter,1.0304,1.7,0.37,Radial Velocity,0.8657540805094079,0.750377246330422
GJ 179 b,40.0,11.963,Gas Giant,2009,0.82,Jupiter,1.24,Jupiter,2.41,6.3,0.21,Radial Velocity,5.110378032542999,0.7464218757144817
GJ 180 b,39.0,10.914,Neptune-like,2014,6.49,Earth,0.217,Jupiter,0.092,0.04681725,0.07,Radial Velocity,5.277320643277216,0.7704055969637386
GJ 180 c,39.0,10.914,Neptune-like,2014,6.4,Earth,0.215,Jupiter,0.129,0.06652977,0.09,Radial Velocity,4.2163447168324595,0.7704055969637386
GJ 180 d,39.0,10.914,Neptune-like,2020,7.56,Earth,0.237,Jupiter,0.309,0.29103354,0.14,Radial Velocity,5.376423586323523,0.7704055969637386
GJ 2030 b,121.0,6.20902,Super Earth,2022,4.59248,Earth,1.98,Earth,0.034411,0.006570842,0.24,Radial Velocity,5.092020453009944,0.8779775024006584
GJ 2030 c,121.0,6.20902,Gas Giant,2022,12.79888,Jupiter,1.1,Jupiter,16.763449,70.0,0.04,Radial Velocity,5.797059090257977,0.8779775024006584
GJ 2056 b,93.0,10.37,Neptune-like,2020,16.2,Earth,0.372,Jupiter,0.283,0.19164956,0.72,Radial Velocity,1.6763775255558104,0.7828432941606841
GJ 229 A c,19.0,8.15,Neptune-like,2020,8.57613,Earth,0.256,Jupiter,0.384214,0.33374402,0.37,Radial Velocity,3.8008406666423387,0.8336000731629247
GJ 229 b,19.0,8.15,Neptune-like,2014,14.85045,Earth,0.353,Jupiter,1.086215,1.6,0.4,Radial Velocity,6.251793554865005,0.8336000731629247
GJ 251 b,18.0,9.89,Super Earth,2020,4.0,Earth,1.83,Earth,0.0818,0.03887748,0.1,Radial Velocity,0.6424490583621594,0.7938177328638713
GJ 27.1 b,77.0,11.45,Neptune-like,2014,13.0,Earth,0.327,Jupiter,0.101,0.04325804,0.08,Radial Velocity,0.24889115381630614,0.7581508070785129
GJ 273 b,19.0,9.84,Super Earth,2017,2.89,Earth,1.51,Earth,0.091101,0.050924025,0.1,Radial Velocity,4.0023477888454435,0.7949609035621198
GJ 273 c,19.0,9.84,Super Earth,2017,1.18,Earth,1.06,Earth,0.036467,0.012867898,0.17,Radial Velocity,2.463417278848594,0.7949609035621198
GJ 3021 b,57.0,6.59,Gas Giant,2000,3.37,Jupiter,1.17,Jupiter,0.49,0.36605063,0.51,Radial Velocity,1.9170510255727642,0.8692669989482829
GJ 3082 b,54.0,11.041,Neptune-like,2020,8.2,Earth,0.249,Jupiter,0.079,0.032580424,0.22,Radial Velocity,3.1803267749215194,0.7675019433901871
GJ 3090 b,73.0,11.403,Neptune-like,2022,3.34,Earth,2.13,Earth,0.03165,0.007939767,0.32,Transit,4.5695803718394306,0.7592253875348667
GJ 3138 b,93.0,10.8275,Super Earth,2017,1.78,Earth,1.18,Earth,0.0197,0.003285421,0.19,Radial Velocity,5.718738019320433,0.7723832822717088
GJ 3138 c,93.0,10.8275,Super Earth,2017,4.18,Earth,1.88,Earth,0.057,0.016427105,0.11,Radial Velocity,4.9997575511044134,0.7723832822717088
GJ 3138 d,93.0,10.8275,Neptune-like,2017,10.5,Earth,0.288,Jupiter,0.698,0.7058179,0.32,Radial Velocity,5.170322741050926,0.7723832822717088
GJ 317 b,50.0,12.4,Gas Giant,2007,2.5,Jupiter,1.18,Jupiter,1.151,1.9,0.07,Radial Velocity,0.9114833377339692,0.7364305638117884
GJ 317 c,50.0,12.4,Gas Giant,2018,1.64396,Jupiter,1.2,Jupiter,5.23,18.5,0.17,Radial Velocity,5.692143642954524,0.7364305638117884
GJ 3222 b,59.0,6.9,Neptune-like,2022,11.73969,Earth,0.308,Jupiter,0.091179,0.029295003,0.93,Radial Velocity,3.136942792842612,0.8621793406191413
GJ 328 b,67.0,9.99,Gas Giant,2013,2.3,Jupiter,1.19,Jupiter,4.5,11.2,0.37,Radial Velocity,5.244555035488972,0.7915313914673738
GJ 3293 b,66.0,11.945,Neptune-like,2015,23.54,Earth,0.463,Jupiter,0.14339,0.08377823,0.06,Radial Velocity,0.4658912675442205,0.7468334171658512
GJ 3293 c,66.0,11.945,Neptune-like,2015,21.09,Earth,0.434,Jupiter,0.36175,0.33566052,0.11,Radial Velocity,5.242538099028332,0.7468334171658512
GJ 3293 d,66.0,11.945,Neptune-like,2017,7.6,Earth,0.238,Jupiter,0.19394,0.13169062,0.12,Radial Velocity,4.3718095564602315,0.7468334171658512
GJ 3293 e,66.0,11.945,Super Earth,2017,3.28,Earth,1.63,Earth,0.08208,0.036413416,0.21,Radial Velocity,5.129463574372714,0.7468334171658512
GJ 3323 b,18.0,12.57,Super Earth,2017,2.02,Earth,1.23,Earth,0.03282,0.014784395,0.23,Radial Velocity,0.8689669598047891,0.732543783437743
GJ 3323 c,18.0,12.57,Super Earth,2017,2.31,Earth,1.32,Earth,0.1264,0.11088296,0.17,Radial Velocity,3.727837454154765,0.732543783437743
GJ 3341 b,77.0,12.062,Neptune-like,2015,6.6,Earth,0.219,Jupiter,0.089,0.03887748,0.31,Radial Velocity,2.354691398538462,0.7441583977319494
GJ 338 B b,21.0,7.7,Neptune-like,2020,10.6,Earth,0.29,Jupiter,0.142,0.06680356,0.11,Radial Velocity,2.29327275153528,0.8438886094471626
GJ 3470 b,96.0,12.332,Neptune-like,2012,13.9,Earth,0.408,Jupiter,0.0355,0.009034907,0.02,Radial Velocity,0.44681270255786115,0.7379852759614065
GJ 3473 b,89.0,13.74,Super Earth,2020,1.86,Earth,1.264,Earth,0.01589,0.003285421,0.0,Transit,5.717039921687695,0.7057935890987241
GJ 3473 c,89.0,13.74,Neptune-like,2020,7.41,Earth,0.235,Jupiter,0.0876,0.042436685,0.0,Radial Velocity,3.4448173572126013,0.7057935890987241
GJ 3512 b,31.0,15.18,Gas Giant,2019,0.46,Jupiter,1.27,Jupiter,0.337,0.5577002,0.44,Radial Velocity,4.7017364394109,0.6728702729891627
GJ 3512 c,31.0,15.18,Gas Giant,2020,0.2,Jupiter,0.832,Jupiter,1.292,4.4,0.02,Radial Velocity,2.981803671678494,0.6728702729891627
GJ 357 b,31.0,10.91,Super Earth,2019,1.84,Earth,1.217,Earth,0.035,0.010677618,0.0,Transit,4.645762985574805,0.7704970506195986
GJ 357 c,31.0,10.91,Super Earth,2019,3.4,Earth,1.66,Earth,0.061,0.024914443,0.0,Radial Velocity,6.124314935771188,0.7704970506195986
GJ 357 d,31.0,10.91,Neptune-like,2019,6.1,Earth,0.209,Jupiter,0.204,0.15249829,0.0,Radial Velocity,5.839011573259333,0.7704970506195986
GJ 3634 b,66.0,11.938,Neptune-like,2010,8.4,Earth,0.253,Jupiter,0.0287,0.007118412,0.08,Radial Velocity,1.4405927660847844,0.746993461063606
GJ 367 b,31.0,10.153,Terrestrial,2021,0.546,Earth,0.718,Earth,0.0071,0.00082135526,0.0,Transit,3.3332525831096915,0.7878046549910833
GJ 3779 b,45.0,13.04,Neptune-like,2018,8.0,Earth,0.245,Jupiter,0.026,0.008213553,0.07,Radial Velocity,5.302475480838184,0.7217979788742055
GJ 3929 b,52.0,12.675,Super Earth,2022,1.75,Earth,1.09,Earth,0.0252,0.007118412,0.0,Transit,5.327322570452522,0.7301431249714208
GJ 3929 c,52.0,12.675,Neptune-like,2022,5.71,Earth,0.201,Jupiter,0.081,0.04106776,0.0,Radial Velocity,1.112049060150203,0.7301431249714208
GJ 393 b,23.0,9.65,Super Earth,2021,1.71,Earth,1.17,Earth,0.05402,0.019164955,0.0,Radial Velocity,2.6776609376788736,0.7993049522154648
GJ 3942 b,55.0,10.166,Neptune-like,2017,7.14,Earth,0.229,Jupiter,0.0608,0.01889117,0.12,Radial Velocity,0.34111101714717834,0.7875074306095387
GJ 3998 b,59.0,10.844,Super Earth,2016,2.47,Earth,1.38,Earth,0.029,0.007118412,0.0,Radial Velocity,1.091750930050643,0.7720060359412867
GJ 3998 c,59.0,10.844,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.089,0.037508555,0.05,Radial Velocity,4.319031309944719,0.7720060359412867
GJ 411 b,19.0,7.49,Super Earth,2019,2.69,Earth,1.45,Earth,0.07879,0.035318274,0.06,Radial Velocity,2.47145361169259,0.848689926379807
GJ 414 A b,39.0,8.31,Neptune-like,2021,7.6,Earth,0.235,Jupiter,0.2324,0.13908282,0.45,Radial Velocity,1.1163054210191572,0.8299419269285289
GJ 414 A c,39.0,8.31,Gas Giant,2021,0.16937,Jupiter,0.749,Jupiter,1.4,2.1,0.11,Radial Velocity,4.319803119330829,0.8299419269285289
GJ 422 b,41.0,11.66,Neptune-like,2014,11.07,Earth,0.297,Jupiter,0.111,0.0550308,0.11,Radial Velocity,4.384237718218006,0.7533494901458686
GJ 4276 b,70.0,12.903,Neptune-like,2019,16.57,Earth,0.377,Jupiter,0.082,0.0366872,0.37,Radial Velocity,4.556401287460521,0.7249302665874069
GJ 433 b,30.0,9.81,Neptune-like,2011,6.043,Earth,0.208,Jupiter,0.062,0.020260096,0.04,Radial Velocity,4.774368291945028,0.7956468059810691
GJ 433 c,30.0,9.81,Neptune-like,2014,32.422,Earth,0.56,Jupiter,4.819,14.0,0.12,Radial Velocity,1.0074010314800044,0.7956468059810691
GJ 433 d,30.0,9.81,Neptune-like,2020,5.223,Earth,2.14,Earth,0.178,0.09883641,0.07,Radial Velocity,3.4298778388161817,0.7956468059810691
GJ 436 b,32.0,10.67,Neptune-like,2004,22.1,Earth,0.372,Jupiter,0.0291,0.007118412,0.14,Radial Velocity,2.8780516263432037,0.7759842699711921
GJ 480 b,46.0,11.49,Neptune-like,2020,13.2,Earth,0.33,Jupiter,0.068,0.026283368,0.1,Radial Velocity,5.602101378446564,0.7572362705199139
GJ 486 b,26.0,11.39,Super Earth,2021,2.82,Earth,1.305,Earth,0.01734,0.0041067763,0.05,Radial Velocity,3.229802487453472,0.7595226119164113
GJ 504 b,57.0,5.18799,Gas Giant,2013,4.0,Jupiter,1.16,Jupiter,43.5,259.9,0.0,Direct Imaging,2.073390003826869,0.9013217339613151
GJ 514 b,25.0,9.05,Neptune-like,2022,5.2,Earth,2.13,Earth,0.422,0.38439423,0.45,Radial Velocity,6.146449374254369,0.8130230005944489
GJ 536 b,34.0,9.71,Neptune-like,2016,5.36,Earth,2.17,Earth,0.06661,0.023819301,0.08,Radial Velocity,1.3677393578692558,0.7979331473775664
GJ 581 b,21.0,10.57,Neptune-like,2005,15.8,Earth,0.366,Jupiter,0.04061,0.014784395,0.0,Radial Velocity,5.918187709003411,0.7782706113676894
GJ 581 c,21.0,10.57,Neptune-like,2007,5.5,Earth,2.21,Earth,0.0721,0.035318274,0.0,Radial Velocity,4.237752466539806,0.7782706113676894
GJ 581 e,21.0,10.57,Super Earth,2009,1.7,Earth,1.17,Earth,0.02815,0.008487337,0.0,Radial Velocity,1.7803990028600454,0.7782706113676894
GJ 625 b,21.0,10.066,Super Earth,2017,2.82,Earth,1.49,Earth,0.078361,0.039972622,0.13,Radial Velocity,3.0999970075085317,0.7897937720060358
GJ 649 b,34.0,9.7,Gas Giant,2009,0.328,Jupiter,1.11,Jupiter,1.135,1.6,0.3,Radial Velocity,4.650306144269652,0.7981617815172161
GJ 667 C b,24.0,10.602,Neptune-like,2011,5.6,Earth,2.23,Earth,0.0505,0.019712524,0.13,Radial Velocity,1.8851091361411445,0.7775389821208102
GJ 667 C c,24.0,10.602,Super Earth,2011,3.8,Earth,1.77,Earth,0.125,0.07693361,0.02,Radial Velocity,2.7683096032848797,0.7775389821208102
GJ 667 C e,24.0,10.602,Super Earth,2013,2.7,Earth,1.45,Earth,0.213,0.17029431,0.02,Radial Velocity,4.873676048547803,0.7775389821208102
GJ 667 C f,24.0,10.602,Super Earth,2013,2.7,Earth,1.45,Earth,0.156,0.10677618,0.03,Radial Velocity,1.6994891974539925,0.7775389821208102
GJ 667 C g,24.0,10.602,Super Earth,2013,4.6,Earth,1.99,Earth,0.549,0.7014374,0.08,Radial Velocity,0.026571243267105485,0.7775389821208102
GJ 674 b,15.0,9.38,Neptune-like,2007,11.09,Earth,0.297,Jupiter,0.039,0.012867898,0.2,Radial Velocity,0.566928491799691,0.8054780739860076
GJ 676 A b,52.0,9.58,Gas Giant,2010,5.77988,Jupiter,1.14,Jupiter,1.734535,2.9,0.32,Radial Velocity,3.5434805712993285,0.800905391193013
GJ 676 A c,52.0,9.58,Gas Giant,2016,13.4381,Jupiter,1.1,Jupiter,9.67808,38.1,0.3,Radial Velocity,0.5235231293727933,0.800905391193013
GJ 676 A d,52.0,9.58,Super Earth,2012,3.79832,Earth,1.77,Earth,0.039322,0.009856262,0.19,Radial Velocity,2.1171589354884244,0.800905391193013
GJ 676 A e,52.0,9.58,Neptune-like,2012,6.69167,Earth,0.221,Jupiter,0.180707,0.0971937,0.15,Radial Velocity,4.816198640332714,0.800905391193013
GJ 680 b,32.0,10.129,Gas Giant,2022,24.43125,Jupiter,1.07,Jupiter,10.121898,47.3,0.38,Radial Velocity,3.483422193775885,0.7883533769262426
GJ 682 b,16.0,10.94,Super Earth,2014,4.4,Earth,1.93,Earth,0.08,0.04791239,0.08,Radial Velocity,0.6152063595051103,0.7698111482006493
GJ 682 c,16.0,10.94,Neptune-like,2014,8.7,Earth,0.258,Jupiter,0.176,0.15687884,0.1,Radial Velocity,2.4434844495527948,0.7698111482006493
GJ 685 b,47.0,9.98,Neptune-like,2019,9.0,Earth,0.263,Jupiter,0.1344,0.066255994,0.0,Radial Velocity,0.3955940995467036,0.7917600256070235
GJ 687 b,15.0,9.15,Neptune-like,2014,17.2,Earth,0.385,Jupiter,0.163,0.104312114,0.17,Radial Velocity,3.257423673316312,0.8107366591979515
GJ 687 c,15.0,9.15,Neptune-like,2020,16.0,Earth,0.369,Jupiter,1.165,2.0,0.4,Radial Velocity,2.3661291591718614,0.8107366591979515
GJ 720 A b,51.0,9.84,Neptune-like,2021,13.64,Earth,0.336,Jupiter,0.119,0.05338809,0.12,Radial Velocity,1.3848407811764554,0.7949609035621198
GJ 740 b,36.0,9.22,Super Earth,2021,2.96,Earth,1.53,Earth,0.029,0.006570842,0.24,Radial Velocity,5.562447743183243,0.8091362202204033
GJ 832 b,16.0,8.66,Gas Giant,2008,0.68,Jupiter,1.25,Jupiter,3.56,10.0,0.08,Radial Velocity,4.47123610174598,0.8219397320407884
GJ 849 b,29.0,10.41,Gas Giant,2006,0.9,Jupiter,1.24,Jupiter,2.409,5.2,0.04,Radial Velocity,1.8382094222401688,0.7819287576020852
GJ 849 c,29.0,10.41,Gas Giant,2014,0.702,Jupiter,1.25,Jupiter,4.974,19.4,0.1,Radial Velocity,3.2365491394156956,0.7819287576020852
GJ 86 b,35.0,6.12,Gas Giant,1999,4.42,Jupiter,1.15,Jupiter,0.11,0.04325804,0.04,Radial Velocity,5.895382222129095,0.8800128035118204
GJ 876 b,15.0,10.16,Gas Giant,1998,2.2756,Jupiter,1.19,Jupiter,0.208317,0.16728269,0.03,Radial Velocity,2.9924294932976214,0.7876446110933285
GJ 876 c,15.0,10.16,Gas Giant,2000,0.7142,Jupiter,1.25,Jupiter,0.12959,0.08240931,0.26,Radial Velocity,1.383618112035069,0.7876446110933285
GJ 876 d,15.0,10.16,Neptune-like,2005,6.83,Earth,0.224,Jupiter,0.020807,0.005201916,0.21,Radial Velocity,3.8554651024774715,0.7876446110933285
GJ 876 e,15.0,10.16,Neptune-like,2010,14.6,Earth,0.35,Jupiter,0.3343,0.34031487,0.06,Radial Velocity,5.605225321608807,0.7876446110933285
GJ 887 b,11.0,7.56,Super Earth,2020,4.2,Earth,1.88,Earth,0.068,0.025462013,0.0,Radial Velocity,4.972406989884046,0.8470894874022589
GJ 887 c,11.0,7.56,Neptune-like,2020,7.6,Earth,0.238,Jupiter,0.12,0.059685145,0.0,Radial Velocity,0.13391239667902316,0.8470894874022589
GJ 896 A b,20.0,10.05,Gas Giant,2022,2.26,Jupiter,1.19,Jupiter,0.63965,0.77864474,0.35,Astrometry,5.554338220164937,0.7901595866294756
GJ 9066 c,15.0,12.71,Gas Giant,2020,0.21,Jupiter,0.856,Jupiter,0.88,2.1,0.46,Radial Velocity,4.969155944774921,0.7293429054826467
GJ 9689 b,100.0,11.297,Neptune-like,2020,9.65,Earth,0.274,Jupiter,0.1139,0.050102666,0.29,Radial Velocity,1.4130841548839572,0.761648909415154
GJ 96 b,39.0,9.4,Neptune-like,2018,19.66,Earth,0.417,Jupiter,0.291,0.20232718,0.44,Radial Velocity,4.1388571299649515,0.8050208057067082
GJ 9714 b,67.0,9.37,Gas Giant,2022,9.60029,Jupiter,1.11,Jupiter,12.341073,52.7,0.16,Radial Velocity,1.6419855378517143,0.8057067081256574
GJ 9827 b,97.0,10.37,Super Earth,2017,4.91,Earth,1.577,Earth,0.0188,0.003285421,0.0,Transit,0.9176294875589839,0.7828432941606841
GJ 9827 c,97.0,10.37,Super Earth,2017,0.84,Earth,1.241,Earth,0.03925,0.009856262,0.0,Transit,5.359427331583361,0.7828432941606841
GJ 9827 d,97.0,10.37,Neptune-like,2017,4.04,Earth,2.022,Earth,0.05591,0.016974675,0.0,Transit,4.2557585293098175,0.7828432941606841
Gl 378 b,49.0,10.03,Neptune-like,2019,13.02,Earth,0.327,Jupiter,0.039435,0.010403832,0.11,Radial Velocity,5.366979466524914,0.790616854908775
Gl 49 b,32.0,9.56,Neptune-like,2019,5.63,Earth,0.2,Jupiter,0.0905,0.038056124,0.36,Radial Velocity,1.8840479131403727,0.8013626594723123
Gl 686 b,27.0,9.62,Neptune-like,2018,6.624,Earth,0.22,Jupiter,0.091,0.042436685,0.05,Radial Velocity,1.2590707070936857,0.7999908546344141
GPX-1 b,2137.0,12.316,Gas Giant,2021,19.7,Jupiter,1.47,Jupiter,0.0338,0.0046543465,0.0,Transit,2.8642460770889318,0.738351090584846
GQ Lupi b,493.0,11.593,Gas Giant,2004,20.0,Jupiter,3.0,Jupiter,100.0,1195.9,0.0,Direct Imaging,1.6024314101842432,0.7548813388815218
GSC 06214-00210 b,354.0,12.416,Gas Giant,2010,16.0,Jupiter,1.8,Jupiter,320.0,6037.4,0.0,Direct Imaging,1.2593982170268334,0.7360647491883489
GU Piscium b,155.0,14.146,Gas Giant,2014,11.3,Jupiter,1.265,Jupiter,2000.0,155788.8,0.0,Direct Imaging,5.178814620578453,0.6965110430289451
HAT-P-11 b,123.0,9.46,Neptune-like,2008,26.69772,Earth,0.389,Jupiter,0.05254,0.013415469,0.22,Transit,0.12072629515984852,0.8036490008688097
HAT-P-11 c,123.0,9.46,Gas Giant,2018,2.3,Jupiter,1.19,Jupiter,4.13,9.3,0.6,Radial Velocity,0.7001235950346709,0.8036490008688097
HAT-P-12 b,466.0,12.665,Gas Giant,2009,0.211,Jupiter,0.959,Jupiter,0.0384,0.008761123,0.0,Transit,1.0865696260258844,0.7303717591110704
HAT-P-13 b,805.0,10.421,Gas Giant,2009,0.851,Jupiter,1.272,Jupiter,0.04383,0.007939767,0.01,Transit,0.09939494096804607,0.7816772600484705
HAT-P-13 c,805.0,10.421,Gas Giant,2009,14.28,Jupiter,1.1,Jupiter,1.258,1.2219027,0.66,Radial Velocity,1.762893120303356,0.7816772600484705
HAT-P-14 b,726.0,9.988,Gas Giant,2010,3.44,Jupiter,1.42,Jupiter,0.0596,0.012594113,0.11,Transit,3.6697429473110494,0.7915771182953039
HAT-P-15 b,628.0,12.41,Gas Giant,2010,1.94,Jupiter,1.06,Jupiter,0.0965,0.029842572,0.19,Transit,2.419726964444598,0.7362019296721387
HAT-P-16 b,739.0,10.911,Gas Giant,2010,4.193,Jupiter,1.289,Jupiter,0.0413,0.007665982,0.04,Transit,2.214410789739646,0.7704741872056335
